ts,value
2016-05-26 21:10:27,7443
2016-05-26 21:11:25,7443
2016-05-26 21:12:26,7443
2016-05-26 21:13:27,7443
2016-05-26 21:14:27,7443
2016-05-26 21:15:28,7443
2016-05-26 21:16:29,7443
2016-05-26 21:17:29,7443
2016-05-26 21:18:30,7443
2016-05-26 21:19:32,7443
2016-05-26 21:20:31,7443
2016-05-26 21:21:32,7443
2016-05-26 21:22:33,7443
2016-05-26 21:23:34,7443
2016-05-26 21:24:34,7443
2016-05-26 21:25:34,7443
2016-05-26 21:26:35,7443
2016-05-26 21:27:36,7443
2016-05-26 21:28:36,7443
2016-05-26 21:29:37,7443
2016-05-26 21:30:38,7443
2016-05-26 21:31:38,7443
2016-05-26 21:32:40,7443
2016-05-26 21:33:40,7443
2016-05-26 21:34:41,7443
2016-05-26 21:35:41,7443
2016-05-26 21:36:42,7443
2016-05-26 21:37:42,7443
2016-05-26 21:38:43,7443
2016-05-26 21:39:43,7443
2016-05-26 21:40:44,7443
2016-05-26 21:41:45,7443
2016-05-26 21:42:45,7443
2016-05-26 21:43:46,7443
2016-05-26 21:44:46,7443
2016-05-26 21:45:47,7443
2016-05-26 21:46:48,7443
2016-05-26 21:47:49,7443
2016-05-26 21:48:49,7443
2016-05-26 21:49:50,7443
2016-05-26 21:50:51,7443
2016-05-26 21:51:51,7443
2016-05-26 21:52:52,7443
2016-05-26 21:53:53,7443
2016-05-26 21:54:53,7443
2016-05-26 21:55:54,7443
2016-05-26 21:56:54,7443
2016-05-26 21:57:55,7443
2016-05-26 21:58:56,7443
2016-05-26 21:59:56,7443
2016-05-26 22:00:57,7443
2016-05-26 22:01:57,7443
2016-05-26 22:02:58,7443
2016-05-26 22:03:59,7443
2016-05-26 22:04:59,7443
2016-05-26 22:06:00,7443
2016-05-26 22:07:01,7443
2016-05-26 22:08:02,7443
2016-05-26 22:09:02,7443
2016-05-26 22:10:03,7443
2016-05-26 22:11:03,7443
2016-05-26 22:12:04,7443
2016-05-26 22:13:05,7444
2016-05-26 22:14:05,7444
2016-05-26 22:15:06,7444
2016-05-26 22:16:07,7444
2016-05-26 22:17:09,7444
2016-05-26 22:18:10,7444
2016-05-26 22:19:10,7444
2016-05-26 22:20:09,7444
2016-05-26 22:21:11,7444
2016-05-26 22:22:12,7444
2016-05-26 22:23:11,7444
2016-05-26 22:24:13,7444
2016-05-26 22:25:14,7444
2016-05-26 22:26:14,7444
2016-05-26 22:27:16,7444
2016-05-26 22:28:15,7444
2016-05-26 22:29:16,7444
2016-05-26 22:30:16,7444
2016-05-26 22:31:17,7444
2016-05-26 22:32:19,7444
2016-05-26 22:33:19,7444
2016-05-26 22:34:22,7444
2016-05-26 22:35:20,7444
2016-05-26 22:36:22,7444
2016-05-26 22:37:22,7444
2016-05-26 22:38:24,7444
2016-05-26 22:39:23,7444
2016-05-26 22:40:23,7444
2016-05-26 22:41:25,7444
2016-05-26 22:42:25,7444
2016-05-26 22:43:25,7444
2016-05-26 22:44:27,7444
2016-05-26 22:45:27,7444
2016-05-26 22:46:27,7444
2016-05-26 22:47:28,7444
2016-05-26 22:48:29,7444
2016-05-26 22:49:29,7444
2016-05-26 22:50:31,7447
2016-05-26 22:51:31,7451
2016-05-26 22:52:31,7455
2016-05-26 22:53:34,7455
2016-05-26 22:54:32,7455
2016-05-26 22:55:42,7455
2016-05-26 22:57:06,7455
2016-05-26 22:57:35,7455
2016-05-26 22:58:45,7455
2016-05-26 22:59:36,7455
2016-05-26 23:00:36,7455
2016-05-26 23:01:37,7455
2016-05-26 23:02:37,7455
2016-05-26 23:03:38,7455
2016-05-26 23:04:38,7455
2016-05-26 23:05:39,7455
2016-05-26 23:06:40,7455
2016-05-26 23:07:40,7455
2016-05-26 23:08:43,7455
2016-05-26 23:09:42,7455
2016-05-26 23:10:43,7455
2016-05-26 23:11:43,7455
2016-05-26 23:12:44,7455
2016-05-26 23:13:44,7455
2016-05-26 23:14:45,7455
2016-05-26 23:15:45,7455
2016-05-27 12:43:42,7908
2016-05-27 12:44:41,7908
2016-05-27 12:45:41,7908
2016-05-27 12:46:42,7908
2016-05-27 12:47:42,7908
2016-05-27 12:48:43,7908
2016-05-27 12:49:44,7908
2016-05-27 12:50:44,7908
2016-05-27 12:51:45,7908
2016-05-27 12:52:46,7908
2016-05-27 12:53:47,7909
2016-05-27 12:54:47,7910
2016-05-27 12:55:48,7911
2016-05-27 12:56:48,7912
2016-05-27 12:57:49,7914
2016-05-27 12:58:49,7915
2016-05-27 12:59:51,7916
2016-05-27 13:00:51,7916
2016-05-27 13:01:51,7916
2016-05-27 13:02:53,7920
2016-05-27 13:03:52,7921
2016-05-27 13:04:53,7922
2016-05-27 13:05:54,7922
2016-05-27 13:06:56,7922
2016-05-27 13:07:55,7922
2016-05-27 13:08:56,7922
2016-05-27 13:09:57,7927
2016-05-27 13:10:57,7932
2016-05-27 13:11:58,7933
2016-05-27 13:12:58,7934
2016-05-27 13:14:01,7934
2016-05-27 13:15:00,7934
2016-05-27 13:16:01,7934
2016-05-27 13:17:01,7935
2016-05-27 13:18:02,7935
2016-05-27 13:19:02,7935
2016-05-27 13:20:03,7935
2016-05-27 13:21:03,7935
2016-05-27 13:22:05,7935
2016-05-27 13:23:05,7935
2016-05-27 13:24:05,7935
2016-05-27 13:25:06,7935
2016-05-27 13:26:07,7935
2016-05-27 13:27:07,7935
2016-05-27 13:28:09,7935
2016-05-27 13:29:09,7935
2016-05-27 13:30:13,7935
2016-05-27 13:31:13,7935
2016-05-27 13:32:12,7935
2016-05-27 13:33:12,7935
2016-05-27 13:34:15,7935
2016-05-27 13:35:15,7935
2016-05-27 13:36:15,7936
2016-05-27 13:37:16,7937
2016-05-27 13:38:21,7938
2016-05-27 13:39:16,7939
2016-05-27 13:40:18,7941
2016-05-27 13:41:26,7942
2016-05-27 13:42:31,7943
2016-05-27 13:43:23,7944
2016-05-27 13:44:22,7945
2016-05-27 13:46:07,7945
2016-05-27 13:46:20,7946
2016-05-27 13:47:23,7946
2016-05-27 13:48:33,7946
2016-05-27 13:49:24,7946
2016-05-27 13:50:24,7947
2016-05-27 13:51:34,7948
2016-05-27 13:52:24,7950
2016-05-27 13:53:25,7951
2016-05-27 13:54:36,7952
2016-05-27 13:55:28,7952
2016-05-27 13:56:27,7952
2016-05-27 13:57:27,7952
2016-05-27 13:58:30,7952
2016-05-27 13:59:31,7952
2016-05-27 14:00:30,7952
2016-05-27 14:01:30,7952
2016-05-27 14:02:32,7952
2016-05-27 14:03:31,7952
2016-05-27 14:04:34,7952
2016-05-27 14:05:32,7953
2016-05-27 14:06:33,7953
2016-05-27 14:07:34,7953
2016-05-27 14:08:35,7953
2016-05-27 14:09:35,7953
2016-05-27 14:10:36,7953
2016-05-27 14:11:41,7954
2016-05-27 14:12:39,7954
2016-05-27 14:13:38,7954
2016-05-27 14:14:38,7954
2016-05-27 14:15:40,7954
2016-05-27 14:16:41,7955
2016-05-27 14:17:40,7955
2016-05-27 14:18:41,7955
2016-05-27 14:19:41,7955
2016-05-27 14:20:42,7955
2016-05-27 14:21:43,7955
2016-05-27 14:22:43,7955
2016-05-27 14:23:44,7955
2016-05-27 14:24:44,7955
2016-05-27 14:25:45,7955
2016-05-27 14:26:46,7955
2016-05-27 14:27:47,7955
2016-05-27 14:28:49,7955
2016-05-27 14:29:49,7955
2016-05-27 14:31:09,7955
2016-05-27 14:32:10,7955
2016-05-28 02:15:26,8031
2016-05-28 02:16:24,8031
2016-05-28 02:17:25,8031
2016-05-28 02:18:25,8031
2016-05-28 02:19:26,8031
2016-05-28 02:20:26,8031
2016-05-28 02:21:28,8031
2016-05-28 02:22:28,8031
2016-05-28 02:23:29,8031
2016-05-28 02:24:29,8031
2016-05-28 02:25:30,8031
2016-05-28 02:26:30,8031
2016-05-28 02:27:32,8031
2016-05-28 02:28:36,8031
2016-05-28 02:29:49,8031
2016-05-28 02:30:35,8031
2016-05-28 02:31:48,8031
2016-05-28 02:32:40,8031
2016-05-28 02:33:35,8031
2016-05-28 02:34:44,8031
2016-05-28 02:37:28,8031
2016-05-28 02:37:33,8031
2016-05-28 02:37:59,8031
2016-05-28 02:38:40,8031
2016-05-28 02:40:50,8031
2016-05-28 02:41:16,8031
2016-05-28 02:41:49,8031
2016-05-28 02:42:44,8031
2016-05-28 02:43:42,8031
2016-05-28 02:44:48,8031
2016-05-28 02:45:50,8031
2016-05-28 02:47:05,8031
2016-05-28 02:47:54,8031
2016-05-28 02:48:47,8031
2016-05-28 02:49:59,8031
2016-05-28 02:50:52,8031
2016-05-28 02:52:04,8031
2016-05-28 02:52:49,8031
2016-05-28 02:53:52,8031
2016-05-28 02:55:31,8031
2016-05-28 02:56:11,8031
2016-05-28 02:56:53,8031
2016-05-28 02:57:51,8031
2016-05-28 02:58:57,8031
2016-05-28 03:00:28,8031
2016-05-28 03:00:58,8031
2016-05-28 03:01:57,8031
2016-05-28 03:02:53,8031
2016-05-28 03:03:54,8031
2016-05-28 03:04:55,8031
2016-05-28 03:05:55,8031
2016-05-28 03:06:55,8031
2016-05-28 03:07:56,8031
2016-05-28 03:08:57,8031
2016-05-28 03:09:58,8031
2016-05-28 03:10:58,8031
2016-05-28 03:11:59,8031
2016-05-28 03:13:07,8031
2016-05-28 03:14:00,8031
2016-05-28 03:15:04,8031
2016-05-28 03:16:04,8031
2016-05-28 03:17:13,8031
2016-05-28 03:18:04,8031
2016-05-28 03:19:04,8031
2016-05-28 03:20:04,8031
2016-05-28 03:21:08,8031
2016-05-28 03:22:08,8031
2016-05-28 03:23:08,8031
2016-05-28 03:24:07,8031
2016-05-28 03:25:11,8031
2016-05-28 03:26:08,8031
2016-05-28 03:27:09,8031
2016-05-28 03:28:09,8031
2016-05-28 03:29:10,8031
2016-05-28 03:30:11,8031
2016-05-28 03:31:11,8031
2016-05-28 03:32:12,8031
2016-05-28 03:33:12,8031
2016-05-28 03:34:13,8031
2016-05-28 03:35:14,8031
2016-05-28 03:36:14,8031
2016-05-28 03:37:15,8031
2016-05-28 03:38:16,8031
2016-05-28 03:39:16,8031
2016-05-28 03:40:17,8031
2016-05-28 03:41:17,8031
2016-05-28 03:42:18,8031
2016-05-28 03:43:19,8031
2016-05-28 03:44:19,8031
2016-05-28 03:45:20,8031
2016-05-28 03:46:20,8031
2016-05-28 03:47:21,8031
2016-05-28 03:48:22,8031
2016-05-28 03:49:22,8031
2016-05-28 03:50:23,8031
2016-05-28 03:51:25,8031
2016-05-28 03:52:24,8031
2016-05-28 03:53:25,8031
2016-05-28 03:54:26,8031
2016-05-28 03:55:26,8031
2016-05-28 03:56:27,8031
2016-05-28 03:57:28,8031
2016-05-28 03:58:29,8031
2016-05-28 03:59:29,8031
2016-05-28 04:00:30,8031
2016-05-28 04:01:30,8031
2016-05-28 04:02:31,8031
2016-05-28 04:03:31,8031
2016-05-28 04:04:32,8031
2016-05-28 04:05:33,8031
2016-05-28 04:06:34,8031
2016-05-28 04:07:34,8031
2016-05-28 04:08:35,8031
2016-05-28 04:09:35,8031
2016-05-28 04:10:36,8031
2016-05-28 04:11:36,8031
2016-05-28 04:12:37,8031
2016-05-28 04:13:38,8031
2016-05-28 04:14:38,8031
2016-05-28 04:15:39,8031
2016-05-28 04:16:40,8031
2016-05-28 04:17:40,8031
2016-05-28 04:18:41,8031
2016-05-28 04:19:41,8031
2016-05-28 04:20:42,8031
2016-05-28 04:21:43,8031
2016-05-28 04:22:43,8031
2016-05-28 04:23:44,8031
2016-05-28 04:24:45,8031
2016-05-28 04:25:45,8031
2016-05-28 04:26:46,8031
2016-05-28 04:27:47,8031
2016-05-28 04:28:47,8031
2016-05-28 04:29:49,8031
2016-05-28 04:30:49,8031
2016-05-28 04:31:49,8031
2016-05-28 04:32:50,8031
2016-05-28 04:33:51,8031
2016-05-28 04:34:52,8031
2016-05-28 04:35:52,8031
2016-05-28 04:36:53,8031
2016-05-28 04:37:53,8031
2016-05-28 04:38:54,8031
2016-05-28 04:39:54,8031
2016-05-28 04:40:55,8031
2016-05-28 04:41:56,8031
2016-05-28 04:42:57,8031
2016-05-28 04:43:57,8031
2016-05-28 04:44:58,8031
2016-05-28 04:45:58,8031
2016-05-28 04:46:59,8031
2016-05-28 04:48:00,8031
2016-05-28 04:49:00,8031
2016-05-28 04:50:01,8031
2016-05-28 04:51:01,8031
2016-05-28 04:52:02,8031
2016-05-28 04:53:04,8031
2016-05-28 04:54:03,8031
2016-05-28 04:55:04,8031
2016-05-28 04:56:05,8031
2016-05-28 04:57:06,8031
2016-05-28 04:58:06,8031
2016-05-28 04:59:07,8031
2016-05-28 05:00:07,8031
2016-05-28 05:01:09,8031
2016-05-28 05:02:09,8031
2016-05-28 05:03:09,8031
2016-05-28 05:04:10,8031
2016-05-28 05:05:10,8031
2016-05-28 05:06:11,8031
2016-05-28 05:07:12,8031
2016-05-28 05:08:12,8031
2016-05-28 05:09:13,8031
2016-05-28 05:10:14,8031
2016-05-28 05:11:14,8031
2016-05-28 05:12:15,8031
2016-05-28 05:13:17,8031
2016-05-28 05:14:17,8031
2016-05-28 05:15:18,8031
2016-05-28 05:16:18,8031
2016-05-28 05:17:20,8031
2016-05-28 05:18:20,8031
2016-05-28 05:19:21,8031
2016-05-28 05:20:22,8031
2016-05-28 05:21:22,8031
2016-05-28 05:22:22,8031
2016-05-28 05:23:23,8031
2016-05-28 05:24:23,8031
2016-05-28 05:25:25,8031
2016-05-28 05:26:25,8031
2016-05-28 05:27:25,8031
2016-05-28 05:28:29,8031
2016-05-28 05:29:29,8031
2016-05-28 05:30:30,8031
2016-05-28 05:31:30,8031
2016-05-28 05:32:31,8031
2016-05-28 05:33:31,8031
2016-05-28 05:34:32,8031
2016-05-28 05:35:32,8031
2016-05-28 05:36:33,8031
2016-05-28 05:37:34,8031
2016-05-28 05:38:34,8031
2016-05-28 05:39:35,8031
2016-05-28 05:40:36,8031
2016-05-28 05:41:36,8031
2016-05-28 05:42:37,8031
2016-05-28 05:43:38,8031
2016-05-28 05:44:38,8031
2016-05-28 05:45:39,8031
2016-05-28 05:46:39,8031
2016-05-28 05:47:40,8031
2016-05-28 05:48:41,8031
2016-05-28 05:49:41,8031
2016-05-28 05:50:42,8031
2016-05-28 05:51:43,8031
2016-05-28 05:52:43,8031
2016-05-28 05:53:44,8031
2016-05-28 05:54:44,8031
2016-05-28 05:55:45,8031
2016-05-28 05:56:46,8031
2016-05-28 05:57:46,8031
2016-05-28 05:58:47,8031
2016-05-28 05:59:47,8031
2016-05-28 06:00:48,8031
2016-05-28 06:01:49,8031
2016-05-28 06:02:49,8031
2016-05-28 06:03:50,8031
2016-05-28 06:04:51,8031
2016-05-28 06:05:51,8031
2016-05-28 06:06:52,8031
2016-05-28 06:07:53,8031
2016-05-28 06:08:53,8031
2016-05-28 06:09:54,8031
2016-05-28 06:10:54,8031
2016-05-28 06:11:55,8031
2016-05-28 06:12:56,8031
2016-05-28 06:13:57,8031
2016-05-28 06:32:08,8031
2016-05-28 06:33:09,8031
2016-05-28 06:34:10,8031
2016-05-28 06:35:10,8031
2016-05-28 06:36:11,8031
2016-05-28 06:37:12,8031
2016-05-28 06:38:12,8031
2016-05-28 06:39:13,8031
2016-05-28 06:40:13,8031
2016-05-28 06:41:14,8031
2016-05-28 06:42:15,8031
2016-05-28 06:43:15,8031
2016-05-28 06:44:16,8032
2016-05-28 06:45:17,8032
2016-05-28 06:46:17,8032
2016-05-28 06:47:18,8032
2016-05-28 06:48:18,8032
2016-05-28 06:49:21,8032
2016-05-28 06:50:20,8032
2016-05-28 06:51:21,8032
2016-05-28 06:52:22,8032
2016-05-28 06:53:22,8032
2016-05-28 06:54:23,8032
2016-05-28 06:55:24,8032
2016-05-28 06:56:24,8032
2016-05-28 06:57:25,8032
2016-05-28 06:58:25,8032
2016-05-28 06:59:26,8032
2016-05-28 07:00:27,8032
2016-05-28 07:01:27,8032
2016-05-28 07:02:28,8032
2016-05-28 07:03:29,8032
2016-05-28 07:04:29,8032
2016-05-28 07:05:31,8032
2016-05-28 07:06:31,8032
2016-05-28 07:07:31,8032
2016-05-28 07:08:32,8032
2016-05-28 07:09:33,8032
2016-05-28 07:10:34,8032
2016-05-28 07:11:34,8032
2016-05-28 07:12:35,8032
2016-05-28 07:13:35,8032
2016-05-28 07:14:36,8032
2016-05-28 07:15:36,8032
2016-05-28 07:16:37,8032
2016-05-28 07:17:38,8032
2016-05-28 07:18:38,8032
2016-05-28 07:19:39,8032
2016-05-28 07:20:40,8032
2016-05-28 07:21:40,8032
2016-05-28 07:22:41,8032
2016-05-28 07:23:42,8032
2016-05-28 07:24:42,8032
2016-05-28 07:25:43,8032
2016-05-28 07:26:44,8032
2016-05-28 07:27:44,8032
2016-05-28 07:28:45,8032
2016-05-28 07:29:46,8032
2016-05-28 07:30:46,8032
2016-05-28 07:31:47,8032
2016-05-28 07:32:47,8032
2016-05-28 07:33:48,8032
2016-05-28 07:34:49,8032
2016-05-28 07:35:49,8032
2016-05-28 07:36:50,8032
2016-05-28 07:37:51,8032
2016-05-28 07:38:51,8032
2016-05-28 07:39:52,8032
2016-05-28 07:40:53,8032
2016-05-28 07:41:53,8032
2016-05-28 07:42:54,8032
2016-05-28 07:43:54,8032
2016-05-28 07:44:55,8032
2016-05-28 07:45:56,8033
2016-05-28 07:46:56,8034
2016-05-28 07:47:57,8034
2016-05-28 07:48:59,8034
2016-05-28 07:50:01,8034
2016-05-28 07:51:00,8034
2016-05-28 07:52:03,8034
2016-05-28 07:53:03,8034
2016-05-28 07:54:03,8034
2016-05-28 07:55:04,8034
2016-05-28 07:56:05,8034
2016-05-28 07:57:05,8034
2016-05-28 07:58:04,8034
2016-05-28 07:59:13,8034
2016-05-28 08:00:06,8034
2016-05-28 08:01:07,8034
2016-05-28 08:02:07,8034
2016-05-28 08:03:08,8034
2016-05-28 08:04:09,8034
2016-05-28 08:05:09,8034
2016-05-28 08:06:10,8034
2016-05-28 08:07:11,8034
2016-05-28 08:08:11,8034
2016-05-28 08:09:12,8034
2016-05-28 08:10:13,8034
2016-05-28 08:11:14,8034
2016-05-28 08:12:15,8034
2016-05-28 08:13:14,8034
2016-05-28 08:14:15,8034
2016-05-28 08:15:17,8034
2016-05-28 08:16:17,8034
2016-05-28 08:17:18,8034
2016-05-28 08:18:18,8034
2016-05-28 08:19:20,8035
2016-05-28 08:20:20,8035
2016-05-28 08:21:21,8035
2016-05-28 08:22:22,8035
2016-05-28 08:23:22,8035
2016-05-28 08:24:23,8035
2016-05-28 08:25:28,8035
2016-05-28 08:26:26,8035
2016-05-28 08:27:25,8035
2016-05-28 08:28:26,8035
2016-05-28 08:29:26,8035
2016-05-28 08:30:27,8035
2016-05-28 08:31:27,8035
2016-05-28 08:32:28,8035
2016-05-28 08:33:28,8035
2016-05-28 08:34:29,8035
2016-05-28 08:35:37,8035
2016-05-28 08:36:32,8035
2016-05-28 08:37:32,8035
2016-05-28 08:38:33,8035
2016-05-28 08:39:34,8035
2016-05-28 08:40:34,8035
2016-05-28 08:41:35,8035
2016-05-28 08:42:36,8035
2016-05-28 08:43:36,8035
2016-05-28 08:44:36,8035
2016-05-28 08:45:37,8035
2016-05-28 08:46:38,8035
2016-05-28 08:47:38,8035
2016-05-28 08:48:39,8035
2016-05-28 08:49:40,8035
2016-05-28 08:50:40,8035
2016-05-28 08:51:41,8035
2016-05-28 08:52:42,8035
2016-05-28 08:53:42,8035
2016-05-28 08:54:43,8035
2016-05-28 08:55:45,8035
2016-05-28 08:56:45,8035
2016-05-28 08:57:46,8035
2016-05-28 08:58:46,8035
2016-05-28 08:59:47,8035
2016-05-28 09:00:48,8035
2016-05-28 09:01:48,8035
2016-05-28 09:02:49,8035
2016-05-28 09:03:50,8035
2016-05-28 09:04:50,8035
2016-05-28 09:05:51,8035
2016-05-28 09:06:51,8035
2016-05-28 09:07:52,8035
2016-05-28 09:08:53,8035
2016-05-28 09:09:53,8035
2016-05-28 09:10:54,8035
2016-05-28 09:11:55,8035
2016-05-28 09:12:55,8035
2016-05-28 09:13:56,8035
2016-05-28 09:14:57,8035
2016-05-28 09:15:57,8035
2016-05-28 09:16:58,8036
2016-05-28 09:17:59,8036
2016-05-28 09:18:59,8036
2016-05-28 09:20:00,8036
2016-05-28 09:21:01,8042
2016-05-28 09:22:01,8052
2016-05-28 09:23:02,8059
2016-05-28 09:24:03,8059
2016-05-28 09:25:04,8059
2016-05-28 09:26:05,8059
2016-05-28 09:27:05,8059
2016-05-28 09:28:06,8059
2016-05-28 09:29:06,8059
2016-05-28 09:30:07,8059
2016-05-28 09:31:08,8059
2016-05-28 09:32:08,8059
2016-05-28 09:33:10,8059
2016-05-28 09:34:10,8059
2016-05-28 09:35:10,8059
2016-05-28 09:36:11,8059
2016-05-28 09:37:12,8059
2016-05-28 09:38:12,8059
2016-05-28 09:39:13,8059
2016-05-28 09:40:13,8059
2016-05-28 09:41:14,8059
2016-05-28 09:42:15,8060
2016-05-28 09:43:16,8060
2016-05-28 09:44:17,8060
2016-05-28 09:45:17,8060
2016-05-28 09:46:17,8060
2016-05-28 09:47:18,8060
2016-05-28 09:48:19,8060
2016-05-28 09:49:22,8060
2016-05-28 09:50:20,8060
2016-05-28 09:51:21,8060
2016-05-28 09:52:22,8060
2016-05-28 09:53:22,8060
2016-05-28 09:54:22,8060
2016-05-28 09:55:23,8060
2016-05-28 09:56:24,8060
2016-05-28 09:57:24,8060
2016-05-28 09:58:25,8060
2016-05-28 09:59:26,8060
2016-05-28 10:00:26,8060
2016-05-28 10:01:27,8060
2016-05-28 10:02:28,8060
2016-05-28 10:03:28,8060
2016-05-28 10:04:29,8060
2016-05-28 10:05:30,8060
2016-05-28 10:06:30,8060
2016-05-28 10:07:31,8060
2016-05-28 10:08:32,8060
2016-05-28 10:09:32,8060
2016-05-28 10:10:33,8060
2016-05-28 10:11:33,8060
2016-05-28 10:12:34,8060
2016-05-28 10:13:36,8060
2016-05-28 10:14:36,8060
2016-05-28 10:15:36,8060
2016-05-28 10:16:37,8060
2016-05-28 10:17:37,8060
2016-05-28 10:18:38,8060
2016-05-28 10:19:39,8060
2016-05-28 10:20:39,8060
2016-05-28 10:21:40,8060
2016-05-28 10:22:41,8060
2016-05-28 10:23:41,8060
2016-05-28 10:24:42,8060
2016-05-28 10:25:43,8060
2016-05-28 10:26:43,8060
2016-05-28 10:27:44,8060
2016-05-28 10:28:44,8060
2016-05-28 10:29:45,8061
2016-05-28 10:30:46,8061
2016-05-28 10:31:46,8061
2016-05-28 10:32:47,8061
2016-05-28 10:33:48,8061
2016-05-28 10:34:48,8061
2016-05-28 10:35:49,8061
2016-05-28 10:36:50,8061
2016-05-28 10:37:50,8061
2016-05-28 10:38:51,8061
2016-05-28 10:39:52,8061
2016-05-28 10:40:52,8061
2016-05-28 10:41:53,8061
2016-05-28 10:42:53,8061
2016-05-28 10:43:54,8061
2016-05-28 10:44:55,8061
2016-05-28 10:45:55,8061
2016-05-28 10:46:56,8061
2016-05-28 10:47:57,8061
2016-05-28 10:48:57,8061
2016-05-28 10:49:58,8061
2016-05-28 10:50:58,8061
2016-05-28 10:51:59,8061
2016-05-28 10:53:00,8061
2016-05-28 10:54:01,8061
2016-05-28 10:55:01,8061
2016-05-28 10:56:02,8061
2016-05-28 10:57:02,8061
2016-05-28 10:58:03,8061
2016-05-28 10:59:05,8061
2016-05-28 11:00:05,8061
2016-05-28 11:01:05,8061
2016-05-28 11:02:06,8061
2016-05-28 11:03:08,8061
2016-05-28 11:04:07,8061
2016-05-28 11:05:08,8061
2016-05-28 11:06:09,8061
2016-05-28 11:07:09,8061
2016-05-28 11:08:10,8061
2016-05-28 11:09:11,8061
2016-05-28 11:10:11,8062
2016-05-28 11:11:12,8062
2016-05-28 11:12:13,8062
2016-05-28 11:13:13,8062
2016-05-28 11:14:14,8062
2016-05-28 11:15:15,8062
2016-05-28 11:16:15,8062
2016-05-28 11:17:16,8062
2016-05-28 11:18:16,8062
2016-05-28 11:19:17,8062
2016-05-28 11:20:18,8062
2016-05-28 11:21:18,8062
2016-05-28 11:22:20,8062
2016-05-28 11:23:20,8062
2016-05-28 11:24:20,8062
2016-05-28 11:25:21,8062
2016-05-28 11:26:21,8062
2016-05-28 11:27:22,8062
2016-05-28 11:28:23,8062
2016-05-28 11:29:23,8062
2016-05-28 11:30:24,8062
2016-05-28 11:31:25,8062
2016-05-28 11:32:25,8062
2016-05-28 11:33:26,8062
2016-05-28 11:34:27,8062
2016-05-28 11:35:27,8062
2016-05-28 11:36:28,8062
2016-05-28 11:37:29,8062
2016-05-28 11:38:29,8062
2016-05-28 11:39:30,8062
2016-05-28 11:40:30,8062
2016-05-28 11:41:31,8062
2016-05-28 11:42:32,8062
2016-05-28 11:43:33,8062
2016-05-28 11:44:33,8062
2016-05-28 11:45:34,8062
2016-05-28 11:46:36,8062
2016-05-28 11:47:36,8062
2016-05-28 11:48:36,8062
2016-05-28 11:49:37,8062
2016-05-28 11:50:37,8062
2016-05-28 11:51:38,8062
2016-05-28 11:52:39,8062
2016-05-28 11:53:39,8062
2016-05-28 11:54:40,8062
2016-05-28 11:55:41,8062
2016-05-28 11:56:41,8062
2016-05-28 11:57:43,8062
2016-05-28 11:58:43,8062
2016-05-28 11:59:43,8062
2016-05-28 12:00:44,8062
2016-05-28 12:01:45,8062
2016-05-28 12:02:46,8062
2016-05-28 12:03:47,8062
2016-05-28 12:04:47,8062
2016-05-28 12:05:48,8062
2016-05-28 12:06:49,8062
2016-05-28 12:07:49,8062
2016-05-28 12:08:50,8063
2016-05-28 12:09:50,8063
2016-05-28 12:10:51,8063
2016-05-28 12:11:52,8063
2016-05-28 12:12:52,8063
2016-05-28 12:13:53,8063
2016-05-28 12:14:54,8063
2016-05-28 12:15:54,8063
2016-05-28 12:16:56,8063
2016-05-28 12:17:56,8063
2016-05-28 12:18:59,8063
2016-05-28 12:19:58,8063
2016-05-28 12:21:00,8063
2016-05-28 12:22:00,8063
2016-05-28 12:23:00,8063
2016-05-28 12:24:02,8063
2016-05-28 12:25:01,8063
2016-05-28 12:26:02,8063
2016-05-28 12:27:03,8063
2016-05-28 12:28:03,8063
2016-05-28 12:29:05,8063
2016-05-28 12:30:05,8063
2016-05-28 12:31:05,8063
2016-05-28 12:32:06,8063
2016-05-28 12:33:06,8063
2016-05-28 12:34:07,8063
2016-05-28 12:35:08,8063
2016-05-28 12:36:08,8063
2016-05-28 12:37:09,8063
2016-05-28 12:38:10,8063
2016-05-28 12:39:10,8063
2016-05-28 12:40:11,8063
2016-05-28 12:41:12,8063
2016-05-28 12:42:12,8063
2016-05-28 12:43:13,8063
2016-05-28 12:44:14,8063
2016-05-28 12:45:14,8063
2016-05-28 12:46:15,8063
2016-05-28 12:47:15,8063
2016-05-28 12:48:16,8063
2016-05-28 12:49:17,8063
2016-05-28 12:50:17,8063
2016-05-28 12:51:18,8064
2016-05-28 12:52:18,8064
2016-05-29 02:30:05,8157
2016-05-29 02:31:06,8157
2016-05-29 02:32:06,8157
2016-05-29 02:33:07,8157
2016-05-29 02:34:08,8157
2016-05-29 02:35:08,8157
2016-05-29 02:36:09,8157
2016-05-29 02:37:10,8157
2016-05-29 02:38:10,8157
2016-05-29 02:39:11,8157
2016-05-29 02:40:12,8157
2016-05-29 02:41:12,8157
2016-05-29 02:42:13,8157
2016-05-29 02:43:14,8157
2016-05-29 02:44:14,8157
2016-05-29 02:45:15,8157
2016-05-29 02:46:15,8157
2016-05-29 02:47:16,8157
2016-05-29 02:48:17,8157
2016-05-29 02:49:17,8157
2016-05-29 02:50:18,8157
2016-05-29 02:51:18,8157
2016-05-29 02:52:19,8157
2016-05-29 02:53:20,8157
2016-05-29 02:54:21,8157
2016-05-29 02:55:21,8157
2016-05-29 02:56:21,8157
